,WT_R1,WT_R2,WT_R3,WT_R4,A3_R1,A3_R2,A4_R1,A4_R2,DRelA_R1,DRelA_R2
PP_4767,5.901908622,6.055426183,6.394200197,6.865452291,6.532174708,6.406728399,6.624343285,6.772211937,6.126553125,6.223587111
PP_4768,4.083993987,3.833645939,4.233256098,4.659822929,5.627895363,5.599582202,5.507653291,5.634901805,5.354632268,5.435498715
PP_4769,4.938976167,4.951935336,5.006729115,5.276721328,5.422438654,4.946086413,5.322784205,4.959483407,5.732252283,6.545678933
PP_4770,6.006893987,6.15451129,6.111773556,5.907728956,8.767829976,8.275243634,8.496052403,8.630548444,6.408625353,7.393048677
PP_4771,5.758460265,6.095249629,5.039078652,5.011936483,3.854169951,3.707720518,3.704275145,3.273799672,5.374423427,5.419827602
PP_4772,4.985534308,4.933889058,5.069171641,5.136273386,6.31972881,6.212690372,5.848720419,6.106885125,5.089789993,5.313481903
PP_4773,5.849548627,5.825670717,5.870135273,5.965741207,6.234228271,6.434139452,5.993618673,5.850004914,5.496866757,5.412764527
PP_4774,4.592197257,4.624611654,5.130974109,5.172240551,5.334387163,5.133573823,4.781884111,4.839030312,4.709382425,5.119226875
PP_4775,5.486266054,5.673338017,5.063433461,5.661704678,3.813248525,3.965936482,3.669538556,3.843633441,5.189150308,5.724078581
PP_4776,4.401286132,4.978462818,3.979748983,4.40232662,3.990727108,3.485263901,4.109333854,3.743795612,5.594036754,5.563528205
PP_4777,5.954692944,5.46750706,6.470945672,6.263046447,4.723395535,4.222301378,4.70247832,4.092416836,9.156368961,8.995917393
PP_4778,4.586125598,4.457821923,4.661501154,4.923271089,6.19617878,6.385512138,5.982299486,6.14821107,5.176926224,5.074703786
PP_4779,7.231892534,7.388411412,7.316296757,7.445396366,7.278355873,7.088547243,6.996889927,7.138720621,6.515535608,6.859453025
PP_4780,5.838913324,5.837174823,5.735554328,5.825471933,6.54869704,6.632129204,5.131157422,5.463477849,4.231907636,5.088472667
PP_4781,3.719104666,3.644892784,3.342342783,3.5847269,4.047491135,4.209312127,3.834334351,3.820060108,3.681351928,4.020287747
PP_4782,6.584080848,6.571131539,6.222439872,6.129849703,6.694896657,6.724776538,7.328000286,7.346814661,7.31436429,7.414963802
PP_4783,5.069896682,4.974468077,5.323417382,5.484531342,7.212210641,6.930871141,7.597169423,7.65717646,6.673810914,6.465879847
PP_4784,6.959234971,7.008778427,7.27218581,7.220893576,7.477330379,7.372935082,7.856426682,8.009538491,7.884201971,8.239701568
PP_4785,7.555027628,7.575656908,7.288607371,7.458191168,6.039443117,6.108266457,5.742684468,5.699179324,7.328058798,7.175813339
PP_4786,5.377925655,5.489373162,5.482914497,5.471572658,4.937965022,5.27775993,5.623082289,4.759955972,6.836911905,6.300020764
PP_4787,8.173505497,8.462930499,8.130957552,8.284396736,7.393029854,7.349864337,7.021257596,7.070767426,7.6450142,7.838289161
PP_4788,7.130370936,7.500121001,7.015976656,7.526557805,8.23631508,8.17616243,7.884156508,7.869530934,7.457435214,7.102196838
PP_4789,7.751776426,8.263833799,7.81194388,8.184410507,8.087216911,8.068642302,7.951617302,7.993857268,7.470972483,7.743712006
PP_4790,4.203261051,4.453787189,5.104155033,5.349319745,4.590766254,4.313919815,4.436928756,4.651237644,4.894868935,5.248256428
PP_4792,4.927275544,5.16423568,4.327389351,4.337601434,5.511461697,5.777478225,5.184425875,5.294823358,3.72010004,4.364233397
PP_4793,7.439266728,7.763301404,8.024722314,9.085616728,4.415237628,4.952932105,2.236493866,1.624585882,3.673799185,4.937809243
PP_4794,8.44426405,8.592653908,8.279171795,7.977771839,8.463637179,8.342014631,8.741085102,8.753272147,8.473748678,8.399949013
PP_4795,6.740778738,6.723474453,6.89210138,6.646083317,7.963762329,7.849842974,8.438600607,8.452303988,7.199068359,7.226625406
PP_4796,5.329360542,5.247003955,5.235321904,4.879567838,5.522526492,5.37918344,5.27892808,5.391569137,5.683152718,5.71731387
PP_4797,1.552007316,1.689437349,1.839485086,1.213154263,0,0,0,0,2.24237861,2.53694024
PP_4798,6.204878587,6.441350937,6.260742254,6.316693447,7.000379198,6.719886382,6.810731658,6.925481409,6.015389311,6.239674337
PP_4799,4.723634995,4.560492111,5.269454089,5.407485068,7.111484434,6.950583365,5.88727063,6.21550248,4.071791344,4.387831849
PP_4800,8.478677847,8.594507418,8.503243035,8.686721491,8.295739017,8.275235251,7.720294179,7.728315159,8.272467644,8.304144311
PP_4801,6.276099496,6.254619151,6.631648962,6.619796713,7.534017454,7.381763387,7.038371483,7.268236367,6.809454524,6.791341978
PP_4802,6.241993193,6.7417299,7.281171213,7.396636717,5.90543117,5.815369584,4.962355733,4.43293812,7.594902205,7.458442469
PP_4803,8.339678631,8.543431858,8.511683121,8.380447333,8.181758087,8.247472765,8.075098859,8.124200118,8.549629399,8.476223506
PP_4804,6.788286275,6.906406425,6.868851313,6.900698599,7.552055711,7.419988534,7.023469119,7.175314719,6.978059416,7.174913945
PP_4805,5.664912703,5.570694929,5.862621751,5.842625558,6.507640829,6.524199624,6.2238422,6.202939651,7.020811754,6.712304585
PP_4806,3.916534765,4.037299524,3.718724797,3.961417345,4.154858732,4.224119152,3.445966711,3.526695413,5.37282323,4.89144986
PP_4807,5.072621821,5.207262632,4.985249465,4.841039119,5.101839571,5.172358762,4.884489941,4.935215092,5.982814288,5.749939682
PP_4808,5.680096478,5.939764941,5.735406074,5.686679409,7.529064293,7.525239794,7.382152106,7.460665731,7.018587395,6.877032052
PP_4809,7.691455464,7.795158507,7.936865878,7.888842965,7.25955883,7.329105207,7.107383145,7.082090506,7.880768082,7.738811029
PP_4810,5.83096094,5.795936952,5.874654817,5.771132497,7.293832276,7.009500601,7.299896014,7.450619532,7.360610894,7.093599055
PP_4811,7.594327336,7.726674516,7.288740676,7.41232847,7.511434684,7.450965512,7.597844911,7.668163002,8.063001092,7.872395746
PP_4812,5.296416782,5.831916179,5.388591175,5.329087209,5.590348809,5.621472636,5.463285259,5.332969735,6.904597188,6.84119528
PP_4813,3.870696319,4.024580245,4.762683056,4.61940512,5.504908449,5.414058521,5.249839576,5.527488667,6.091941398,6.150335399
PP_4814,7.362917832,7.240732978,6.937702295,7.344109105,7.119674011,7.151354843,5.939762243,6.173688681,5.890041692,6.493780571
PP_4815,7.291731871,7.175342191,7.075221945,7.604078126,7.600171556,7.744094952,6.404940007,6.543961999,5.697767639,6.188038603
PP_4816,4.557006641,4.670180635,5.01071737,5.165890144,3.440643967,3.154680092,2.711206014,2.522358937,4.65973326,5.564834241
PP_4817,8.168484999,8.09061431,7.860290877,8.597973732,5.666375249,6.16409297,5.361434274,5.586845657,4.109883031,4.998688743
PP_4818,6.503152233,6.497888101,6.136225071,6.253654217,6.504809444,6.674845045,7.044457814,7.11658643,7.332399832,7.359739355
PP_4819,6.057287787,6.115345159,5.895267762,6.175665865,6.42387421,6.466810282,6.52341372,6.716350011,6.113680403,6.198168806
PP_4820,8.13841303,8.229590068,7.773720196,7.963575141,8.388834957,8.596264489,8.146225434,8.163045402,8.105060358,7.88800572
PP_4821,8.044272824,8.263526439,8.304149967,8.022161754,7.361369755,7.913326142,7.711360471,7.438271574,7.826865993,7.236689818
PP_4822,8.273299391,8.609989447,8.122205448,8.106591391,8.013127417,8.073372078,8.494405946,8.418416224,8.925128128,8.395034074
PP_4823,7.67355784,7.956284962,7.863352433,7.835841678,8.668477632,8.646406581,8.916191711,9.003376674,8.123991091,7.890178776
PP_4824,5.721437654,5.821456813,5.948295865,5.879032987,6.196563606,6.200280137,5.540153208,5.585306118,6.068773704,6.050396711
PP_4825,3.708018832,3.670934352,4.065997097,4.58840062,3.236148315,3.039224417,3.2230539,3.495182491,3.631685198,3.54441816
PP_4826,4.680156663,4.632721486,5.010930674,5.007816473,6.069113255,5.959764307,5.976637236,6.175999389,5.696637999,5.675280206
PP_4827,4.852577467,4.982589279,4.910820548,5.185331148,6.24424722,5.926045991,6.039016505,6.343627715,6.515386116,6.130675836
PP_4828,4.797768461,5.034030982,5.13270707,4.984973039,4.018908744,4.158354575,4.460470452,4.609657385,5.722115179,5.685712824
PP_4829,4.734794746,4.918204235,4.830751609,4.751759051,5.989627049,5.779180919,5.973286723,6.132351155,5.748081008,5.964962633
PP_4830,4.266460464,4.450265443,4.97042098,4.704855538,5.526793502,5.272895603,5.306154734,5.50805851,5.529712009,5.619193081
PP_4831,4.395547981,4.130535825,4.51556956,4.215117986,4.914490316,4.784548261,4.708973357,5.010683083,5.041528447,5.195735029
PP_4832,3.02111786,3.201246774,3.308311227,3.461687885,4.139267207,3.935045531,3.870572263,4.072819813,4.150082484,4.06693605
PP_4833,5.005055116,5.345897146,4.842080932,4.300251786,4.881624868,4.919935439,5.151546039,5.267043704,5.694551776,5.293231433
PP_4834,6.512630247,6.85268322,7.055565344,6.635700954,6.737568129,6.691378799,6.704619236,6.780884355,6.29340978,6.048918808
PP_4835,7.570527763,7.625782943,7.530866965,7.927009735,5.462300449,5.866732144,6.950011266,6.998335155,8.429614474,8.304155741
PP_4836,4.420722013,4.234602367,4.678785493,4.805519211,4.637771206,4.80140142,6.177214125,6.294832958,5.488150048,5.076692459
PP_4837,3.193529772,1.831618758,2.985598034,3.101278604,1.928960449,3.653097368,4.391046115,4.147797851,4.239029252,3.351594969
PP_4838,2.115937764,2.496797254,1.884032804,2.06176453,1.5097925,1.775977906,3.790239035,3.81284068,2.496475813,2.564676836
PP_4839,2.802107459,2.516538728,2.694262416,2.721465368,2.949353551,3.159616397,3.321621242,3.222831588,2.684819899,2.258823993
PP_4840,6.189572184,6.390691777,6.363346116,6.179966506,4.68897623,4.248249771,6.458868721,6.645784006,6.007984875,6.185515781
PP_4841,2.873614468,2.609335999,2.2377468,1.698491479,3.513267676,2.904208352,4.303784414,4.374811966,2.926102304,1.996184315
PP_4842,0.977733012,0.581277626,0.655348228,0.527025969,1.396716379,0.726657968,1.750021551,1.615171424,0,0.73933191
PP_4843,0.672142874,0.424085581,0.672662397,0.490491298,0.716047123,0.174852299,1.317427787,2.086898548,0,0
PP_4844,1.422401909,1.553441051,1.319072612,2.020566081,2.149670427,2.290296004,3.328818961,2.934089525,0.44421972,0.947314416
PP_4845,0.544207308,1.369130498,1.152572055,1.170331668,0.802694034,0.996314281,1.724390221,1.360427832,0.528552095,1.437599506
PP_4846,5.48346359,5.17036388,5.776658791,5.558966847,5.437258243,5.42720875,4.774991807,5.055798775,4.606740639,4.884274684
PP_4847,6.562387338,6.992569703,7.006620336,7.302305393,8.546216457,8.558866261,8.78284776,8.582920051,6.895337985,6.928105805
PP_4848,8.9729506,9.023772614,8.762240284,9.108885129,9.89455741,9.872144884,10.0153935,10.1195744,8.736214448,9.010259882
PP_4849,4.385800009,4.403787632,4.070832798,3.605867588,4.049081424,3.999087758,4.379456788,4.229376533,4.881054621,4.260421809
PP_4850,5.839439054,5.746784722,5.48702437,5.295918441,5.937279387,6.086863153,6.115094374,6.355584549,6.698485062,6.549684738
PP_4851,9.412263827,9.170739511,8.812790615,9.566391865,7.543414447,7.921071318,6.374602334,6.31071557,5.967227255,6.161417176
PP_4852,3.580441258,3.123557479,3.779696915,3.419049866,3.291908889,2.652905413,2.345894358,2.650372185,1.904773488,2.097749533
PP_4853,0.932163138,1.032714469,1.145362786,0.580841494,0.837366578,0.705726064,0.734914278,0.803753619,0.433790069,1.703819547
PP_4854,4.077718613,4.27014767,3.79244621,3.999141327,4.642424296,4.369278062,4.194304807,4.043906732,2.711163267,3.52394586
PP_4855,1.521192102,1.884570243,2.246158732,2.271566832,0.591070655,1.780932621,2.80435631,2.45388485,1.488537629,1.112619761
PP_4856,3.833849871,3.334796853,4.191804748,4.287297659,4.926142558,5.140493506,5.780864514,6.275517915,3.65359142,3.485794537
PP_4857,4.96913474,4.886568188,4.823980991,5.149799939,5.003368344,4.703501664,5.046655363,5.004255566,4.476911532,4.948737923
PP_4858,2.279991905,3.00588315,2.808425092,3.003168168,0,0,0.666984812,0.525879739,0.69662999,1.76424891
PP_4859,5.169758251,5.218945368,5.181169977,4.980879705,5.187668656,5.254442,4.627119601,4.984735229,4.891823272,5.564266995
PP_4860,5.160276521,5.323933563,5.187993364,5.126721736,4.873299064,4.856977495,5.36845147,5.457014957,5.361616023,5.460450505
PP_4861,3.91773174,3.594791975,4.642281994,4.340545784,1.256686711,0.638900825,1.119788614,0.909092077,3.870700865,3.69609237
PP_4862,7.809907456,7.643329005,7.683287414,7.441783848,7.166108205,7.189058225,6.944149166,7.258671914,6.662208908,7.150286373
PP_4863,6.183891577,6.133366847,5.505200092,5.931910113,8.798851048,8.521400687,5.166913946,5.540515416,3.845291957,3.999346426
PP_4864,6.116722817,5.822723437,5.860726585,6.07962498,8.750048185,8.546549364,5.220513892,5.571245265,3.661618833,3.893917107
PP_4865,5.560392315,5.48807393,5.313001399,5.528046696,7.627679011,7.317820383,4.117363031,4.445576769,3.059224235,3.341618908
PP_4866,6.223233574,6.169457359,5.226994608,5.482990703,8.578584376,8.305465912,4.905763924,4.973984227,3.340532219,3.596824834
PP_4867,8.754751599,8.62952103,8.06855697,8.487473901,11.30974929,11.30606599,7.175437225,7.139661008,5.11893493,5.212797245
PP_4868,5.633522914,5.948432009,5.045176277,5.317901901,5.556926464,5.468652776,5.747363013,5.714547475,5.500950093,5.845726312
PP_4869,7.477413881,7.629025807,7.695551853,7.877580809,7.299237315,7.224257239,7.188588704,7.446271419,6.816527868,7.101665166
PP_4870,14.91803908,14.36768836,14.60611959,14.48412198,11.13646315,11.41184747,12.55045064,12.46171766,13.58110249,13.85757415
PP_4871,7.11095077,6.835464551,6.805251665,6.784565654,8.451768021,8.365029852,8.359296466,8.314975684,7.094595775,7.346779145
PP_4872,6.121349945,6.396714383,5.640309397,5.371886262,6.360453338,6.361596741,7.245571076,7.317815102,6.914505725,6.705936642
PP_4873,6.846285521,6.94703055,6.806357025,6.810309095,5.903185616,5.696983598,5.778149389,5.856613042,6.768746513,6.852555626
PP_4874,9.977803119,10.06788557,10.59621664,10.2438309,8.458837341,8.42857114,9.110819044,9.156663045,10.75378088,10.58134515
PP_4875,9.757783143,10.03507788,10.04556783,9.558872366,10.93819111,10.76878534,11.54984737,11.73585746,11.56594133,11.08277395
PP_4876,6.854896225,7.235259952,8.136833271,7.882020812,6.394004735,6.420415273,6.760947301,6.675521786,8.93949451,8.297510309
PP_4877,9.894236368,10.39472371,10.24026895,9.874156339,10.48908518,10.4864633,11.12028478,11.11655774,11.37773237,10.75908989
PP_4879,7.534421382,7.732103463,7.920214695,8.382323277,8.750081897,8.636628814,7.769647417,7.705492046,7.433341826,7.823149944
PP_4880,8.551243221,8.686262487,8.419134063,8.682147671,8.742229566,8.727352687,8.35078036,8.426825653,8.185519312,8.243923763
PP_4881,6.7460223,7.458400071,6.47128024,6.566778232,6.059801232,6.092573573,7.399871713,7.058837805,6.333540738,6.750155163
PP_4882,4.144245717,4.533523611,4.67733128,4.474413797,4.908789879,4.669245902,6.003787621,6.127363991,4.59254484,5.27736251
PP_4885,7.792486286,7.872189015,7.198179122,7.370050232,8.069182548,8.565195664,7.385747003,7.22318837,4.54121774,4.997150421
PP_4886,7.804347566,7.882717319,7.745848981,8.251173007,7.477156324,7.524211644,5.975635528,6.035535435,4.631239971,5.109710773
PP_4887,7.63178069,7.693357084,7.624689705,7.847547693,5.579508368,5.82563895,4.675077209,5.084058961,3.785913116,4.754990344
PP_4888,3.395954407,3.23196743,2.823901526,2.709148117,7.911159198,7.785604077,3.610036386,3.834223045,2.274920376,2.234772901
PP_4889,8.74844652,8.842028841,8.751223011,8.602985017,8.559789145,8.411490465,9.528283397,9.60855683,9.578504783,9.452379186
PP_4890,6.684217413,6.687328688,7.023182591,6.885739578,7.538621137,7.345718439,8.17361618,8.326708264,8.03211309,7.722780274
PP_4891,9.204193269,9.333185768,9.397324325,9.438306777,9.813659102,9.630407447,9.411903502,9.442282483,8.802773761,9.172036455
PP_4892,9.206209056,9.3532423,9.086783272,9.220906627,10.25945701,10.11727191,10.0407987,9.982353419,8.730718959,9.05171742
PP_4893,8.715421134,9.002422178,8.757765868,8.672368941,10.57291329,10.46606298,10.21417529,10.24939982,8.889599008,9.068589315
PP_4894,9.978076775,10.11255543,10.74740165,10.51292527,6.058062835,6.611107958,5.774315836,5.976971512,9.354815563,9.717268541
PP_4895,7.560240258,7.533882473,7.481761422,7.481380014,7.755525312,7.650918615,7.065324713,6.880660142,7.770963874,7.694247306
PP_4896,6.413457465,6.448293866,6.347574216,6.507214153,6.538546587,6.498825383,6.44260584,6.418731376,7.107856867,6.838177422
PP_4897,6.752789805,6.888762662,6.778928613,6.914929313,7.162588808,7.264051794,7.2580607,7.307394261,7.245634843,7.332978221
PP_4898,7.453020766,7.826027539,7.551167999,7.954006458,6.851098271,6.805318276,6.51986994,6.403063748,7.60486342,7.594052288
PP_4899,6.65957991,6.753827432,6.903178851,6.976344693,8.697170886,8.641931245,8.551112535,8.796086618,7.06941093,7.223715877
PP_4900,4.937253988,5.113260314,4.727939373,4.747877409,4.818095897,4.803038479,5.29436237,5.446809514,5.8782683,5.51394437
PP_4901,3.614699178,3.706225966,3.174877823,3.792144748,4.419535727,4.328150144,4.746104267,4.836302209,5.37233881,4.755745593
PP_4902,7.742461685,7.925287787,7.592520739,8.107390823,6.670859468,6.795676841,6.685042428,6.387209461,6.732448306,6.784002812
PP_4903,6.382658266,6.451859151,5.903185053,6.126343696,6.622315542,6.794756002,6.747782686,6.833218601,6.275373089,6.405196189
PP_4904,6.826674204,6.729454129,6.571070106,6.633698816,6.674914568,6.505052045,4.946516659,4.794349062,6.809571801,6.741296713
PP_4905,7.455144099,7.399267243,7.05787793,6.892018,6.910707909,6.994908185,5.492185354,5.532395421,6.868309938,7.058268004
PP_4906,6.053624929,6.002005488,5.970211383,6.085883851,6.90948904,6.982086169,6.537281174,6.717478512,5.583585461,5.793734093
PP_4907,6.783442637,6.872208234,6.486689149,6.385066437,6.789851796,6.705850469,7.266529485,7.387379804,7.133404689,7.115313817
PP_4908,6.616960488,6.62636981,6.985311965,7.014359549,6.39793385,6.242508031,6.524156102,6.762565642,7.113758223,7.136056958
PP_4909,7.02002684,7.172873222,7.104154511,6.972552631,8.111720714,7.95750404,8.542391479,8.643383818,8.397765412,8.165780518
PP_4910,6.729086468,6.752819932,6.33116768,6.362892194,6.989433716,7.054573558,6.97536958,7.085108016,7.001846612,7.068429385
PP_4911,7.807912744,7.80110143,7.964748775,7.92475495,7.931931172,7.990748453,7.87539087,7.920111512,8.536413139,8.322683578
PP_4912,7.358819761,7.383578147,7.312652222,7.22639303,8.148787452,8.087412882,8.28661059,8.306975941,8.178752756,8.185873594
PP_4913,5.17630238,5.20455344,5.049035753,4.759952935,6.017812311,5.636623299,6.028960598,6.350700368,6.439177582,6.176029062
PP_4914,6.053788217,6.156221215,6.252435412,6.143353134,6.853760881,6.291042355,7.06078063,7.188696806,7.53116346,7.567364385
PP_4915,7.526285319,7.441129403,7.443383506,7.211486466,7.985873017,7.821146175,8.544798596,8.605046603,8.337954214,8.26174263
PP_4916,4.684469442,4.820225647,5.010292916,5.117949411,4.9757079,4.816195498,5.328591503,5.441418635,5.72224776,5.606229643
PP_4917,5.901866757,5.877874594,5.721805049,5.662966304,6.771900506,7.070182236,7.088782956,6.890795829,5.762782338,5.946018307
PP_4918,5.696782681,5.836491883,5.684989519,6.077371891,5.82918952,5.447734739,5.627917036,5.680158698,5.587199857,5.892374759
PP_4919,8.450019863,8.529520931,8.54347547,8.762259074,10.18547384,10.23285148,9.746154089,9.871823646,7.930611676,8.172382032
PP_4920,5.736479505,5.597226933,5.53020002,5.745965675,5.906358975,5.716452023,5.609864693,5.668987038,5.273584981,5.574068945
PP_4921,5.563868549,5.234679741,5.722554292,5.037813197,6.791181056,6.520951951,6.723119376,6.961766226,6.142833945,6.884191265
PP_4922,7.943491166,7.618356929,7.28027981,6.641661002,8.360666586,8.065031989,8.512520369,8.684671756,8.145103597,8.463891437
PP_4923,8.246256043,8.344145906,8.0103924,8.256103593,8.092556614,8.128573642,8.191029617,8.18927019,7.515358677,7.790021228
PP_4924,5.598161889,5.785532586,5.161813722,5.256915146,5.776451043,5.810125284,5.441576796,5.349447938,4.388738601,4.564421864
PP_4925,2.91184602,3.304807192,2.523720089,2.482258512,3.857186379,4.025502617,3.041373594,3.425192058,0.46667336,1.443944492
PP_4926,1.303480709,1.118119054,1.039235296,1.510723792,1.732888514,2.356063349,1.960352336,1.513309254,1.207109441,1.178538613
PP_4927,1.460455363,1.329554521,1.117094974,1.37511724,1.22892827,0.964192493,0.415473897,0.764901445,0.358354818,0.787342187
PP_4928,5.060811899,5.121270998,5.148474987,5.322903774,5.463156585,5.359168786,5.439355696,5.539584785,5.909890361,6.174959106
PP_4929,3.398943,3.255929871,3.28267758,3.2396384,3.145866211,3.285896173,2.587865445,2.604391124,3.089651374,3.415581581
PP_4930,2.411839898,2.439348517,3.407716786,3.436839721,2.042662791,1.808235209,1.46268817,0,2.714603714,3.315096441
PP_4931,6.799212108,6.734080275,6.673992854,6.821796318,6.633397552,6.65308659,6.411071958,6.619606558,6.980288558,7.243836878
PP_4932,6.156581967,6.174888913,5.885384448,6.283497902,6.91273405,6.823364786,6.830043488,6.889372845,6.480244447,6.566761279
PP_4933,6.632413789,6.65228593,6.244211005,6.676772703,6.746291468,6.909083149,6.200968403,6.446298584,5.93900858,6.267535667
PP_4934,7.506911262,7.525699929,7.304096079,7.252622822,7.94301034,7.860417925,8.144939026,8.280043174,7.877787022,7.784772577
PP_4935,7.015581181,7.166497385,7.172000368,7.260743439,6.776417261,6.76874699,6.604831569,6.770256131,7.14459461,7.219402982
PP_4936,4.799241983,4.952923445,5.144471718,5.138096251,4.541154093,4.651984861,4.572901808,4.709973054,5.366780982,5.432058956
PP_4937,6.427542951,6.033605721,6.414083877,5.848202296,4.915788575,4.967604466,4.859184747,5.098594544,6.552591273,6.543568581
PP_4938,6.597836827,6.384685607,6.422762991,6.805667992,6.64522856,6.6974636,6.715660579,7.025205488,6.287154779,6.386112184
PP_4939,6.478250348,6.604110719,6.621946497,6.755289422,6.266267017,6.329800172,6.004474318,6.059575051,6.622301586,6.636864419
PP_4940,5.550584303,5.983536491,5.673767438,5.427469884,6.038330401,6.183452387,5.879254484,5.734220578,6.442976749,6.285263071
PP_4941,4.588427155,4.777333738,4.859530349,4.588228774,5.595312595,5.563656859,5.483243134,5.566584491,6.035464364,5.634200399
PP_4942,6.41138144,6.276365645,6.362449969,6.051308863,6.685484853,6.625227493,6.465416282,6.533684186,7.157461952,7.158381174
PP_4943,6.40962082,6.519143831,6.405378037,6.255550647,7.195792619,6.971777215,7.090049215,7.170719434,8.036611173,7.696217769
PP_4944,7.977305387,8.083629593,7.653145929,7.432161733,8.692895169,8.567963838,9.046127124,9.073465303,8.506059836,8.301458368
PP_4945,6.785002504,6.866826502,6.128530668,6.022075017,6.411885515,6.477229079,6.684338663,6.886645219,7.331300968,7.275304628
PP_4946,6.465498149,6.093984467,5.991791985,5.539708431,5.568564834,5.348191497,3.696597416,3.995052049,4.651502224,4.882436161
PP_4947,6.387547012,6.27864623,6.090899873,5.673142911,6.831129495,6.588390447,5.489849763,5.50261998,4.928204889,5.013503635
PP_4948,4.586479289,4.64732761,4.214125601,4.474499214,4.4072222,4.247150359,3.703837528,4.050663221,3.384490198,3.717580066
PP_4949,5.984292708,6.057825688,6.127764497,6.488925544,7.144514666,6.946133681,6.466593764,6.748746201,5.991719238,6.089447497
PP_4950,5.958572506,5.903609945,5.929584708,6.313454548,6.653355413,6.319559204,6.090872756,6.259120709,5.815965235,6.041987433
PP_4951,4.52337832,4.122255457,4.813064125,5.388632272,5.160310941,5.230798647,4.427873659,4.727609113,4.311597453,4.683237232
PP_4952,5.572836703,5.605057878,5.177321201,5.119689348,6.381907759,6.255823004,6.514073824,6.567282932,6.096785434,5.855878414
PP_4953,3.707693447,3.786866091,3.567534052,3.433663092,4.681732154,4.464363329,5.28286829,5.134837295,4.845652241,4.50702539
PP_4954,4.574529085,4.783602921,4.794054023,4.646142653,5.707918103,5.642618686,5.670521852,5.717736826,4.75931978,5.167636414
PP_4955,5.132243384,5.097657844,5.511095152,6.117125128,7.199182237,7.044312492,3.422683042,4.211139133,5.715698546,6.096735406
PP_4956,3.491124676,2.984790435,2.833692469,2.954013458,3.921700674,3.214669429,2.69845666,3.044581894,1.898771908,2.837397926
PP_4957,4.006203198,4.543052183,4.130934351,4.570913403,4.532783745,4.661342988,3.885439899,3.906196796,3.372180332,3.2774482
PP_4958,6.345831545,6.282001364,6.117820832,6.555298799,7.145837994,7.21205205,6.472872928,6.395092465,5.512764953,5.510524351
PP_4959,9.494984146,9.461652144,9.166235208,9.765324443,8.525301063,8.539634874,6.066462188,6.171091752,5.800327518,6.422555036
PP_4960,9.819432197,10.01451333,9.645564607,9.559357164,9.532111279,9.481407839,9.942165255,9.921328455,9.901409982,9.954657671
PP_4961,6.813010838,6.829311891,6.859277736,6.899137654,8.821011127,8.821840749,9.118103419,9.053738636,8.079478743,7.701670138
PP_4962,7.053666699,7.455163226,7.211469276,7.4430484,8.005973621,8.033169787,8.20958341,8.080967577,8.351610053,8.041018742
PP_4963,7.974675243,8.113022727,7.980269003,7.857261155,8.700096163,8.49677224,9.473313833,9.557633812,8.808823643,8.685359143
PP_4964,6.91138803,6.952372598,6.789809969,6.374511636,7.778591896,7.565519061,8.480166894,8.529574889,7.801386704,7.447771666
PP_4965,8.397277121,8.455319049,8.264699734,8.135874595,8.720953495,8.577944786,9.321658355,9.375773536,9.140133902,9.083481492
PP_4966,8.043467493,8.60562871,8.181943791,8.009729692,9.610147869,9.566249353,9.309453373,9.405022116,9.689686282,9.406125528
PP_4967,9.428201431,10.12254596,9.973168208,9.841966633,10.55525813,10.49863886,10.70780701,10.7895198,10.59339626,10.56781508
PP_4968,2.224936996,2.262490823,2.914465469,2.762682996,3.258804672,2.750295485,2.431395037,2.321154985,2.269530298,1.973848067
PP_4969,7.131447074,6.747035825,6.951582258,6.794233733,9.495335589,9.571197851,8.915848029,8.770133793,6.38446437,6.791726013
PP_4970,4.579599252,4.969195892,3.963859213,3.861258981,3.409863139,4.013122188,3.913637312,4.523146522,4.332862084,4.064091426
PP_4971,4.723319162,4.728667879,5.234238312,5.111492624,6.254759,6.032301279,5.852834012,6.026044408,5.145107042,5.653352577
PP_4972,5.389595637,5.559955509,6.319883776,6.529510369,3.979293902,3.906924749,2.653352457,3.97328739,4.969704123,5.125557154
PP_4973,6.493766777,6.425260806,6.963604596,7.567716344,6.901615157,6.863342389,5.554982315,5.903873827,5.333418326,5.928933955
PP_4974,3.856344699,4.218701967,4.035621317,4.391833814,4.088001594,3.924816043,3.670869199,4.200609947,4.660389747,4.445523294
PP_4975,9.48647778,9.114224615,9.211085812,9.07755776,6.700481752,7.099873639,6.19794899,5.889232229,7.023709362,7.595614397
PP_4976,9.532582908,9.997758728,9.497870603,9.217955847,8.876268407,8.849439604,9.667491211,9.679597305,9.631746713,9.390815577
PP_4977,7.83025428,8.186083843,7.79144299,7.697326333,7.183661201,7.258642096,8.262044388,8.239260603,8.732552283,8.462830725
PP_4978,4.043673591,4.24878422,4.03201796,4.494659814,4.613999535,4.373870356,4.833954096,5.117586265,5.16041358,5.382432963
PP_4979,4.838404172,4.399625847,3.779696915,4.139334819,4.331067977,3.950234261,3.387760302,3.813199192,4.661546549,4.656758228
PP_4980,7.370399594,7.758988904,7.204433235,7.244104718,8.222183979,8.319501445,9.134672917,9.159125741,8.52295515,8.224333711
PP_4981,9.681885014,9.91570156,10.52986753,10.72861569,8.982125238,9.068476592,7.94229156,7.986407954,9.337895032,9.471108781
